category,headline,links,short_description,keywords,predicted_category
WELLNESS,"American Dietary Report Card Shows Yogurt, Oil Consumption Way Up Since 2000",https://www.huffingtonpost.com/entry/dietary-report-card_us_5b9d8a1fe4b03a1dcc894b45,"The American diet, as a whole, changes at a glacial pace. Most individuals eat more or less the same thing, week in, week",dietary-report-card,WELLNESS
WELLNESS,The Only 2014 Resolution You'll Need... the One That Changes Everything,https://www.huffingtonpost.com/entry/the-only-resolution-youll_us_5b9dbe3ee4b03a1dcc8c51b2,"William ""Bill"" Butler and Dr. Steve McSwain Consider this: What do you suppose might happen in this new year if you determined",the-only-resolution-youll,WELLNESS
WELLNESS,Too Much Hype in the Mobile Health App World?,https://www.huffingtonpost.com/entry/health-apps_us_5b9c050fe4b03a1dcc7bcffe,"It doesn't seem as if there is too much hype -- just little guidance.  The push to move the mHealth app world forward may be in the power of consumers to clamor for health and wellness apps that are safe, reliable and trustworthy.",health-apps,WELLNESS
WELLNESS,Bedtime Wind-Down: 10 Tips for Better Zzzs,https://www.huffingtonpost.com/entry/sleep-tips_us_5b9dccd7e4b03a1dcc8d0e9d,"Rather than convincing yourself that you're a bad sleeper, take a look and implement some of these suggestions.",sleep-tips,WELLNESS
WELLNESS,The Best And Worst Nut Butters,https://www.huffingtonpost.com/entry/best-worst-nut-butter-healthy_us_5b9c6650e4b03a1dcc7e5cf1,Find out if those almond butter sandwiches you've been eating are any good for you.,best-worst-nut-butter-healthy,FOOD & DRINK
WELLNESS,Top 5 Myths About Bulimia,https://www.huffingtonpost.com/entry/bulimia_us_5b9cb51ae4b03a1dcc811460,Breaking through the common myths surrounding bulimia nervosa can help lead to healing. Understanding the truth may be what leads you or someone you love to getting the help that is needed to overcome this deadly disease.,bulimia,WELLNESS
WELLNESS,Do the Diabetes Math,https://www.huffingtonpost.com/entry/diabetes-obesity_us_5b9d54c2e4b03a1dcc86b9bb,"Did my doctor prescribe and monitor this? He did not. They aren't paid to do this. And frankly, who wants their doctor nagging them? What drove me was wanting to be alive when I'm 90 -- to be healthy and to fit into my college jeans.",diabetes-obesity,WELLNESS
WELLNESS,Moving on From Being Dark and Twisty,https://www.huffingtonpost.com/entry/depression_us_5b9be91ae4b03a1dcc7b1230,Never take for granted the feeling of happiness -- because pure happiness is something that can only be created within.,depression,WELLNESS
WELLNESS,Success in 2013 With a New Year's Sleep Resolution,https://www.huffingtonpost.com/entry/new-years-resolutions_us_5b9ca8dce4b03a1dcc80a292,"In setting New Year's resolutions this year, maybe we should stack the deck in our favor by getting the right ""mindset"" for achieving our goals.  It all starts with sleep -- pair any resolution you have with more sleep for the best results.",new-years-resolutions,WELLNESS
WELLNESS,8 Great Vegetarian Ways To Get More Protein,https://www.huffingtonpost.com/entry/vegetarian-protein-sources_us_5b9bc094e4b03a1dcc7a10b7,"The USDA recommends that women get about 46 grams of protein a day and men get about 56. Some people, like athletes and pregnant",vegetarian-protein-sources,WELLNESS
WELLNESS,"This Ancient Martial Art Can Fight Disease, Calm The Mind And Slow Aging",https://www.huffingtonpost.com/entry/why-this-ancient-martial_us_5b9dc302e4b03a1dcc8c9267,The term tai chi itself indicates the harmonious union of opposing forces -- and it's all about going with the flow and moving,why-this-ancient-martial,WELLNESS
WELLNESS,How an On-Air Panic Attack Improved My Life,https://www.huffingtonpost.comhttp://abcnews.go.com/Health/dan-harris-air-panic-attack-improved-life/story?id=22469789,"Shortly after seven on a sunny spring morning in 2004, I freaked out in front of five million people. I was filling in on",,WORLD NEWS
WELLNESS,My Body Is a Wonderland,https://www.huffingtonpost.com/entry/living-with-als_us_5b9cd064e4b03a1dcc8212dd,"Every day is a challenge, even in a battle between my body and me. Don't get me wrong, I do have a choice in what I put in my body, but how my body functions or even appears is outside of my control because of ALS.",living-with-als,WELLNESS
WELLNESS,Vulnerability Vampire,https://www.huffingtonpost.com/entry/conscious-relationships_us_5b9db020e4b03a1dcc8b8151,"But being brave isn't always remaining stoic and never breaking down in face of things that seem utterly insurmountable. It's showing up, being seen and giving it a try, whatever it is.",conscious-relationships,WELLNESS
WELLNESS,7 Ways to Be Happier at Home,https://www.huffingtonpost.com/entry/happy-home_us_5b9c2e71e4b03a1dcc7ce7f1,"Here's another list of ways to be happier at home -- or, at least, that have made me happier at home. One of these items is important enough to be listed in both places. Can you guess which one?",happy-home,TRAVEL
WELLNESS,Depressed or Demoralized?,https://www.huffingtonpost.com/entry/depression-diagnosis_us_5b9d0f57e4b03a1dcc8424ec,"A full professional workup can help to differentiate demoralization from a major depressive disorder.  Troubling moods can arise from a variety of contexts. They may indicate a major mental disorder, but could also represent reactions to life circumstances.",depression-diagnosis,WELLNESS
WELLNESS,Keeping Your Heart and Brain Healthy: The Prevention of Heart Disease and Alzheimer's,https://www.huffingtonpost.com/entry/heart-brain-health_us_5b9da3fae4b03a1dcc8aa008,"As we wait for the research to unfold, clearly more dollars need to be allocated to the world of Alzheimer's.  In the meantime, we can say one thing with confidence: Watch what you eat very carefully, for the sake of your heart as well as your brain.",heart-brain-health,WELLNESS
WELLNESS,"No Evidence Exercise Plays Role In Detoxification, Health Experts Say",https://www.huffingtonpost.com/entry/exercise-detoxification-detoxify-body-fitness_us_5b9ca13ce4b03a1dcc8070b7,"Similar weeks in other cities are planned for 2013. Meditative movement practices, such as yoga and tai chi, she added, can",exercise-detoxification-detoxify-body-fitness,WELLNESS
WELLNESS,"Fears Can Be Reduced During Sleep, New Research Shows",https://www.huffingtonpost.com/entry/fear-sleep_us_5b9d8963e4b03a1dcc894053,The idea for the study builds off the knowledge that sleep is vital to the strengthening of new memories and that memory,fear-sleep,WELLNESS
WELLNESS,How to Get Over a Cold in Record Time,https://www.huffingtonpost.com/entry/cold-remedies_us_5b9dc94de4b03a1dcc8cdeb2,"If you've got a cold or are scared you might catch one, here are a few ways that you can get over it in record time.",cold-remedies,WELLNESS
POLITICS,Democrats Are Still Uncomfortable With Bill Clinton's Crime Bill,https://www.huffingtonpost.com/entry/dnc-bill-clinton-crime-bill_us_57982e9de4b01180b530e11d,The former president's DNC speech missed an opportunity.,dnc-bill-clinton-crime-bill,POLITICS
POLITICS,Right-Wing Operative Tried To Infiltrate At Least 3 Democratic Campaigns,https://www.huffingtonpost.com/entry/allison-maass-infiltrate-democratic-campaigns_us_57b73782e4b0b51733a3207d,"Allison Maass has been spotted at offices for Hillary Clinton, Bernie Sanders and Russ Feingold.",allison-maass-infiltrate-democratic-campaigns,POLITICS
POLITICS,How One Martin O’Malley Supporter Helped Hillary Clinton In Iowa,https://www.huffingtonpost.com/entry/hillary-clinton-iowa-caucus_us_56b4be8ae4b01d80b245eff8,"At one precinct, one woman's decision made a big difference.",hillary-clinton-iowa-caucus,POLITICS
POLITICS,#FireKline: Congressman John Kline Advances to 'Flippable Four' in Bill Maher's #FlipADistrict Campaign,https://www.huffingtonpost.com/entry/firekline-congressman-joh_b_5591659.html,"Maher has been calling on viewers to nominate and vote for the worst members of Congress for his #FlipADistrict Campaign. Once a ""winner"" is chosen on September 12, Maher plans to throw that member of Congress into the national spotlight and help oust them from office.",firekline-congressman-joh,POLITICS
POLITICS,Supreme Anointment Court,https://www.huffingtonpost.com/entry/supreme-anointment-court_b_5556301.html,"The Supreme Court has lost the confidence of Americans. We are now adrift without a moral compass, without checks and balances, without a credible mandate voice in any of our three plus media equals four branches of government.",supreme-anointment-court,POLITICS
POLITICS,Lawmakers Want Facebook To Expose People Behind Fake Ads In State Elections Too,https://www.huffingtonpost.com/entry/facebook-ads-state-election-disclosure_us_5a0b5e63e4b00a6eece4ea62,"For now, the social media giant is focusing just on federal elections.",facebook-ads-state-election-disclosure,POLITICS
POLITICS,Ahmed Mohamed Withdraws From School Where He Was Arrested For Homemade Clock,https://www.huffingtonpost.com/entry/ahmed-mohamed-clock-withdraws_us_56015853e4b00310edf878ac,Ahmed's siblings are also leaving the school.,ahmed-mohamed-clock-withdraws,PARENTING
POLITICS,These Photos Show Lincoln's Inauguration Was Pretty Quaint Compared To Obama's,https://www.huffingtonpost.com/entry/lincoln-inauguration_us_56d9c589e4b0ffe6f8e931d6,Abraham Lincoln was sworn in as president 155 years ago today.,lincoln-inauguration,STYLE & BEAUTY
POLITICS,"Pat Roberts, Congenital Liar",https://www.huffingtonpost.com/entry/pat-roberts-congenital-li_b_5897396.html,"As Roberts desperately struggles to cling to office, he is trying to hoodwink the voters one more time. He never expected that the fact he doesn't have a Kansas home would be exposed. But he's been misleading about more than his address for years.",pat-roberts-congenital-li,POLITICS
POLITICS,These Are The Craziest Images From The East Coast Blizzard,https://www.huffingtonpost.com/entry/these-are-the-craziest-images-from-the-east-coast-blizzard_us_56a290ade4b076aadcc696c5,Snow continues to cover 20 states.,these-are-the-craziest-images-from-the-east-coast-blizzard,POLITICS
POLITICS,Scott Pruitt’s Professor Regrets ‘Unleashing’ EPA Chief On 'Unsuspecting Public’,https://www.huffingtonpost.com/entry/scott-pruitt-law-professor_us_59f9ec92e4b046017fb0693e,The teacher blasts his former law school student in an Op-Ed.,scott-pruitt-law-professor,POLITICS
POLITICS,News Roundup for April 17,https://www.huffingtonpost.com/entry/news-roundup-for-april-17_us_58f4eb8fe4b04cae050dc958,"Look no further, we got your news right here. 1. Hundreds of Palestinian prisoners in Israel have gone on hunger strike to",news-roundup-for-april-17,WORLD NEWS
POLITICS,Friday Talking Points -- Dog Days,https://www.huffingtonpost.com/entry/friday-talking-points_b_5683543.html,"Welcome to the 'Dog Days' of summer, at the height of the political Silly Season. This year, one dog did indeed have his day in August, as 7-year-old 'Duke' just won a rather bizarre election to become mayor of Cormorant, Minnesota.",friday-talking-points,POLITICS
POLITICS,Racist Bullying? Religious School In Texas Argues Courts Can't Intervene.,https://www.huffingtonpost.com/entry/texas-religious-school-racist-bullying_us_5a7391aae4b01ce33eb12c6c,A religious school is being sued after it punished alleged racist harassers with one-day suspensions.,texas-religious-school-racist-bullying,POLITICS
POLITICS,Pharma Execs Made A Rap Video In Which They Danced With A Giant Bottle Of Fentanyl Spray,https://www.huffingtonpost.com/entry/insys-fentanyl-spray-rap-video-john-kapoor_us_59f36fa9e4b077d8dfc96724,Do you have a copy of this video? Please get in touch.,insys-fentanyl-spray-rap-video-john-kapoor,FOOD & DRINK
POLITICS,The Last Best Hope?,https://www.huffingtonpost.com/entry/the-last-best-hope_b_7722406.html,"Congress is dragging its feet in tackling global warming. Our current president is trying to address the problem, but his powers are limited.  That leaves the courts, the third pillar of our government's triumvirate. Are they our last best hope?",the-last-best-hope,WORLD NEWS
POLITICS,Steve Mnuchin Says It's 'Very Hard' Not To Cut Rich People's Taxes,https://www.huffingtonpost.com/entry/mnuchin-tax-cuts-rich_us_59e78e4fe4b00905bdae315b,"Here's a suggestion: Specify higher tax rates for higher earners, like you said you would.",mnuchin-tax-cuts-rich,POLITICS
POLITICS,Pat Toomey Defeats Democrat Katie McGinty To Keep His Pennsylvania Senate Seat,https://www.huffingtonpost.com/entry/pat-toomey-pennsylvania-senate_us_581e8f47e4b0d9ce6fbc9533,This was the most expensive Senate race in U.S. history.,pat-toomey-pennsylvania-senate,POLITICS
